ETKINLIK_ADI,ICERIK_ACIKLAMA
Sosyal İstihbaratı Aksiyon Alınabilir İçgörüye Dönüştürmek,"Sosyal istihbarat kullanmak (SI) sadece sosyal medya ortamlarınızdaki beğeni, retweet ve takipçi sayısını kaydetmek değildir. Gerçek sosyal istihbarat elinizdeki ham ve gerçek zamanlı verileri kullanıp müşteri ilişkilerinizi iyileştirebileceğiniz kullanışlı içgörülere dönüştürmeyi içerir.  Bu eğitimde sosyal istihbaratın organizasyonunuzun performansına faydalarını göreceksiniz. Yaygın sosyal medya verileri ve sosyal medya takibi nasıl yapılır öğreneceksiniz. Son olarak da bu verileri analiz etmek için en iyi uygulamalar, yaygın olarak yapılan kaçınılması gereken hatalar ve gerçek iş değeri sunan sosyal farkındalık stratejilerini kullanmak hakkında bilgi edineceksiniz."
Stratejik Düşünme Konusunda Uzman Görüşleri,"Bu eğitimde, organizasyonunuz için güçlü bir strateji hazırlamada yürüyeceğiniz adımları uzman görüşleriyle aktardık. Stratejinizi belirlerken başlangıçta içinde bulunduğunuz pazara dair inanç ve varsayımlarınızı saptamanız gerekir. Uzmanımız bu inanç ve varsayımlarla ne yapacağınızı aktaracak. Eğitimin devamında zamanınızı neye harcadığınızın önemini fark ederken, lider olmak ve yönetici olmak arasındaki farkın da stratejik düşünmeden geldiğini öğreneceksiniz. Stratejinizi belirleme aşamasında beyin fırtınası yaparken veya bir cevap arıyorken ekibinize sorduğunuz soruların gücünü düşündünüz mü? Peki bir şeyleri değiştireceğiniz zaman &ldquo;Ne?&rdquo; ve &ldquo;Nasıl?&rdquo; sorularını sormanın sonuca etkisini? Stratejik düşünceye sahip olabilmek için bir adım geriye atıp bakış açınızı değiştirmeniz gerekir. Bilmediğinizi kabul etmenin ve bilmiyorum demenin gücünü de bu eğitimde keşfedeceksiniz. Bunun yanında inovasyona, büyümeye, vazgeçmeniz gerekebilecek şeylere dair farklı bilgiler edineceksiniz."
Stratejik Düşünmeyle Liderlik," Günümüz iş çevresinde geleceği ön görmek hiç olmadığı kadar stratejik düşünmeye bağlı. Stratejik düşünebilen bir lider fırsatları ve sorunları geniş bir resimden görüp analiz eder, iş yerinin ve sektörünün durumunu sürekli değerlendirip rekabetçi avantaj sağlamak için öngörülerini uygular. <br /><br /> Bu derste stratejik düşünerek yönetmenin temel özelliklerini ve bunun için gerekli yetkinliklerin neler olduğunu öğreneceksiniz. Stratejik düşünen bir liderin karar verme sürecine sağduyulu iş stratejilerini dahil ederek ekibine ve kurumuna hedeflere ulaşmak için nasıl katkı sunduğunu göreceksiniz. "
Stratejik Risk Almak İçin Doğru Zamanı Belirlemek,"Risk almak şirketleri ve çalışma hayatınızı kökten değiştirebilir, ama fırsatlar karşısında doğru zamanda ve şekilde risk almayı bilmek çok önemlidir. Risk yönetimi, alınan riskin olanaklarını ve yaratacağı etkiyi dikkate alarak mevcut tehditin etkili bir şekilde değerlendirilmesidir.   Bu derste stratejik risk almanın ne anlama geldiğini, insanların risk almaktan neden kaçındığını ve planlı tahminler geliştirmeyi öğreneceksiniz. "
Stres Yönetiminde Uzman Görüşleri,"Stres, olsa bir dert, olmasa başka. Stresin ne olduğunu, neden gerektiğini ve vücudunuzla zihniniz ona yenik düştüğünde neler olduğunu öğrenin. Stresinizi yöneterek kontrolü yeniden ele alabilir, yaptığınız her şeye keyif katabilirsiniz."
Stres: Yararları ve Zararları," Stres: Yararları ve Zararları eğitimi, hayatın bir parçası olan stresi tanıtır. Stresin verebileceği zararları ve sağlayabileceği yararları kişiye göstererek verimli ve başarılı bir hayatın anahtarlarını sunar. İşin, yaşamın doyumlu ve zevkli bir parçası olmasına yardımcı olur. Bu şekilde, stres verici koşulları düzenlemeye, sağlıklı ve huzurlu çalışanlar olmaya imkân sağlar."
Stresle Başa Çıkma: Bedensel Teknikler," Bu eğitim, stresin yol açtığı istenmeyen sonuçları tersine çevirerek stresin olumsuz sonuçlarını ortadan kaldırmayı sağlayan gevşeme yöntemlerini tanıtmak ve uygulatmak amacıyla hazırlanmıştır."
Stresle Başa Çıkma: Davranışçı Teknikler,"Bu eğitim, stresin yol açtığı istenmeyen sonuçları tersine çevirerek stresin olumsuz sonuçlarını ortadan kaldırmayı sağlayan davranışçı teknikleri öğretmek amacıyla hazırlanmıştır."
Stresle Başa Çıkma: Zihinsel Teknikler,"Zihinsel düzenleme tekniği, stresle başa çıkmak ve stresi gelişme yolunda bir araç olarak kullanmak için algı, duygu ve düşüncelerimizde uyguladığımız kontrol ve değişimi içerir. Bu yöntem, olumlu ya da en azından tarafsız bir duygu geliştirerek, gerginlik yaratan düşünceleri kontrol altında tutmaya imkân sağlar. Bu eğitim, zihinsel düzenleme tekniği ile stresi bir gelişim aracı olarak kullanmaya ve faydaya çevirmeye yardımcı olmak amacı ile hazırlanmıştır."
Sunum Tasarımı Gelişim Yolculuğu,"Bu videoda, 3 boyutlu objelere morph geçiş özelliği ekleyerek hareketli sunumlar yapabilmeyi öğreneceksiniz."
Sunum Tasarımı Gelişim Yolculuğu,"Bu videoda, sunumda yer alacak yazıların önemi için, kullanılacak font özelliklerinde dikkat edilmesi gereken bazı teknik bilgileri öğreneceksiniz."
Sunum Tasarımı Gelişim Yolculuğu,"Bu videoda, textbox (metin kutusu) boyutlandırma yöntemlerinden olan metin kutusunu bir şekil formatına dönüştürmeyi öğreneceksiniz."
Sunum Tasarımı Gelişim Yolculuğu,"Bu videoda, PowerPoint tasarımı esnasında işe yarayabilecek bazı önemli kısayollardan bahsedilmiştir. Bu kısayollar ile slaytlar ve nesneler arasındaki yapacağınız düzenlemelerin hızınızı artırabilirsiniz."
Sunum Tasarımı Gelişim Yolculuğu,"Bu videoda, lorem ipsum formülü ile hızlı ve basit bir şekilde nasıl paragraf metinleri oluşturulabileceği anlatılmıştır."
Sunum Tasarımı Gelişim Yolculuğu,"Bu videoda, brightness (parlaklık) ayarı ile sunum içerisine eklenen bir logonun rengini değiştirme konusunda bilgi sahibi olacaksınız."
Sunum Tasarımı Gelişim Yolculuğu,"Bu videoda, ikon dosya türleri ve ikonların kullanımında bazı püf noktalar ele alınmıştır."
Sunum Tasarımı Gelişim Yolculuğu,"Bu videoda, sunum içerisinde yer alan yüksek dosya boyutlu objeleri bulma yöntemini öğreneceksiniz."
Sunum Tasarımı Gelişim Yolculuğu,"Bu videoda, Excel'de oluşturulmuş olan bir grafiğin paste options (yapıştırma seçenekleri) yardımı ile ihtiyaç durumuna göre sunum içerisine ekleme konusunda bilgi edineceksiniz."
Sunum Tasarımı Gelişim Yolculuğu,"Bu videoda, hazırlanan sunumun profesyonel olabilmesi için tasarımda kullanılan font seçiminde dikkat edilecek noktalar ele alınmıştır."
Sunum Tasarımı Gelişim Yolculuğu,"Bu videoda, tasarım için kullanılacak farklı ve çeşitli fontları nereden ve nasıl indirebileceğinizi, ardından dosya içerisine nasıl yerleştirebileceğinizi öğreneceksiniz."
Sunum Tasarımı Gelişim Yolculuğu,"Çözünürlük, fotoğraf üzerinde yazı konumu, bütünlük, fotoğraf ve yazı uyumu. Bu videoda, sunumda fotoğraf kullanırken dikkat edilmesi gereken 4 önemli kuralı öğreneceksiniz."
Sunum Tasarımı Gelişim Yolculuğu,"Bu videoda, merge shapes (şekilleri birleştir) menüsü ile fotoğraf ve yazı kombinleme özelliğini göreceksiniz."
Sunum Tasarımı Gelişim Yolculuğu,"Bu videoda, crop (kırp) özelliği ile sunuda kullanılacak fotoğrafları istenilen yönde yeniden ölçeklendirebilmeyi öğreneceksiniz."
Sunum Tasarımı Gelişim Yolculuğu,"Bu videoda, paste special (özel yapıştır) özelliği ile yüksek dosya boyutlu fotoğrafların sunum içerisine kıyasla daha düşük dosya boyutunda olacak şekilde eklenmesini öğreneceksiniz."
Sunum Tasarımı Gelişim Yolculuğu,Gazete sayfası üzerinde rastgele bir konumda karşımıza çıkan bir manzara görseli… Bu içerik ile görsellerin sunumdaki yeri ve önemini öğreneceksiniz.
Sunum Tasarımı Gelişim Yolculuğu,"Sunum tasarımında kullanılacak nesnelerin hizalanma konusu oldukça önem arz eder. Bu videoda, hizalama işlemleri için grid (kılavuz) ve guide (kılavuz çizgileri) kullanımı hakkında bilgiler edineceksiniz."
Sunum Tasarımı Gelişim Yolculuğu,"Hangi fontları (yazı tiplerini) tercih etmeliyiz veya tercih etmemeliyiz? Bu videoda, fontların farklılıkları ve kullanım alanlarından bahsedilmektedir."
Sunum Tasarımı Gelişim Yolculuğu,"Bu videoda, kısaca sunum araçlarından ve bu sunum araçlarından biri olan Microsoft PowerPoint'ten bahsedilmiştir. Eğitim boyunca ele alınacak bilgiler Microsoft PowerPoint üzerinden işlenecektir/anlatılacaktır. Bu eğitim ile PowerPoint'i hızlı ve pratik bir şekilde kullanarak çarpıcı ve hafızalarda yer edinen bir sunum hazırlamak hedeflenmektedir."
Sunum Tasarımı Gelişim Yolculuğu,"Bu videoda, gelişim yolculuğu boyunca neler öğreneceğinizi göreceksiniz. Gelişim yolculuğunun genel yapısı hakkında da bilgi edinebileceksiniz."
Sunum Tasarımı Gelişim Yolculuğu,"Bu videoda, sunum tasarlarken sıkça kullanacağınız komutlara erişim sağlayabileceğiniz hızlı erişim çubuğundan bahsedilmektedir. Hızlı erişim çubuğunu kullanmak isteyeceğiniz komutlar dahilinde özelleştirebilirsiniz."
Sunum Tasarımı Gelişim Yolculuğu,"Bu videoda, internetten fotoğraf ararken nelere dikkat edilmesi gerektiğini ve bazı fotoğraf edinme yöntemlerini öğreneceksiniz."
Sunum Tasarımı Gelişim Yolculuğu,"Bu içerik ile gelişim yolculuğu süresince edindiğimiz bilgiler dahilinde iyi bir slaytı diğerlerinden ayıran, öne çıkaran unsurlar hakkında bilgi sahibi olacaksınız."
Sunum Tasarımı Gelişim Yolculuğu,"Bu quiz, sunumda kullanılacak fotoğraflar ile ilgili bazı sorular içermektedir."
Sunum Tasarımı Gelişim Yolculuğu,"Bu quiz, fotoğraflar ve ikonlarla ilgili bazı sorular içermektedir."
Sunum Tasarımı Gelişim Yolculuğu,"Bu quiz, renkler ve kullanımı ile ilgili bazı sorular içermektedir."
Sunum Tasarımı Gelişim Yolculuğu,"Bu quiz, sayfa düzeni ile ilgili bazı sorular içermektedir."
Sunum Tasarımı Gelişim Yolculuğu,"Bu quiz, tipografi ile ilgili bazı sorular içermektedir."
Sunum Tasarımı Gelişim Yolculuğu,"Bu videoda, bir önceki videoda tasarlamış olduğumuz mobil uygulama örneğinde yer alan butonlara, action (eylem) sekmesinden bazı tetikleyici eylemler eklemeyi öğreneceksiniz."
Sunum Tasarımı Gelişim Yolculuğu,"Bu videoda, morph özelliği kullanılarak bir mobil uygulama geçiş efekti nasıl tasarlanır, bu bilgiyi öğreneceksiniz."
Sunum Tasarımı Gelişim Yolculuğu,"Bu videoda, morph özelliği kullanılarak parallax etkisi oluşturmayı öğreneceksiniz."
Sunum Tasarımı Gelişim Yolculuğu,"Bu videoda, morph özelliğinin nasıl çalıştığı hakkında bilgi edineceksiniz."
Sunum Tasarımı Gelişim Yolculuğu,"Bu videoda, slayt geçiş efektlerinden olan morph ve zoom hakkında bilgi sahibi olacaksınız."
Sunum Tasarımı Gelişim Yolculuğu,Bu içerik ile navigasyon ve oyunlaştırma üzerine bir yazı örneğini inceleyeceksiniz.
Sunum Tasarımı Gelişim Yolculuğu,"Bu videoda, sunum tipleri ve arasındaki farklılıkları öğreneceksiniz."
Sunum Tasarımı Gelişim Yolculuğu,"Bu videoda, timeline (zaman çizelgesi) oluşturma örneği anlatılmaktadır."
Sunum Tasarımı Gelişim Yolculuğu,"Sunum içerisinde hangi bölümde olduğumuzu, geriye kaç slayt kaldığı gibi bilgileri bilmek bazen çok önem arz eder. Bu videoda, navigasyon menülü sayfa üretimi hakkında bilgi edineceksiniz."
Sunum Tasarımı Gelişim Yolculuğu,"Bu videoda, şekiller oluşturup aksiyonlar atayarak akordiyon menü tasarımı oluşturmayı öğreneceksiniz."
Sunum Tasarımı Gelişim Yolculuğu,"Bu videoda, inspect document (belgeyi incele) özelliği ile sunum içerisinde meydana gelebilecek hataları kontrol etmeyi öğreneceksiniz."
Sunum Tasarımı Gelişim Yolculuğu,Mavi renk içerisinde mor renk kullanmak ne kadar doğru? Bu içerik ile sunumlarda kullanılacak renklerin önemini öğreneceksiniz.
Sunum Tasarımı Gelişim Yolculuğu,"Bu videoda, renk modelleri ve renk paletleri hakkında önemli bilgilere yer verilmiştir."
Sunum Tasarımı Gelişim Yolculuğu,"Seçilecek temaya göre renk paleti oluşturmak ve sunum içerisinde kullanmak oldukça önemlidir. Bu videoda, renk paletlerinin nasıl oluşturulduğu konusu hakkında Adobe Color ile ilgili yardımcı bilgiler hakkında bilgi sahibi olacaksınız."
Sunum Tasarımı Gelişim Yolculuğu,İç içe geçmiş yazılar ve birbirinden uzak mesafede kalmış görseller. Bu içerik ile sunumun anlaşılabilirliği ve objelerin bütünlüğü açısından sayfa düzeninin önemini öğreneceksiniz.
Sunum Tasarımı Gelişim Yolculuğu,"Bu videoda, sayfa düzeninin korunması açısından objelerin yerleştirilmesi konusunda dikkat edilmesi gereken bazı temel noktalar vurgulanmıştır."
Sunum Tasarımı Gelişim Yolculuğu,"Sunum içerisinde yer alan nesnelerden hangilerinin görünmesini veya görünmemesini istersiniz? Bu videoda, seçim menüsünü kullanarak nesneler arasındaki sıralamayı değiştirebilmeyi ve bu özellik sayesinde üst üste binen nesnelerin görünümünü düzenleyebilmeyi öğreneceksiniz."
Sunum Tasarımı Gelişim Yolculuğu,"Bu videoda, set transparent color yardımı ile sunum içerisine eklenen görsellerdeki seçilen renkleri kaldırmayı öğreneceksiniz."
Sunum Tasarımı Gelişim Yolculuğu,"Bu videoda, slide master (asıl slayt) özelliği ile varsayılan slayt tasarımı üzerinde değişiklikler yapmayı öğreneceksiniz."
Sunum Tasarımı Gelişim Yolculuğu,"Bu videoda, slide zoom efektinin kullanımı hakkında bilgi edineceksiniz."
Sunum Tasarımı Gelişim Yolculuğu,"Bu videoda, gelişim yolculuğu boyunca neler öğreneceğinizi göreceksiniz. Gelişim yolculuğunun genel yapısı hakkında da bilgi edinebileceksiniz."
Sunum Tasarımı Gelişim Yolculuğu,"Şekilleri birleştirerek yeni şekiller üretmek istenilen tasarımı elde etmek için önemli bir yoldur. Bu videoda, şekilleri birleştir komutunu göreceksiniz."
Sunum Tasarımı Gelişim Yolculuğu,"Her bir tasarım, sonu olmayan uzay gibi keşfetmeye açıktır. Bu içerik ile tasarım fikirleri bulma konusunda bilgiler edineceksiniz."
Sunum Tasarımı Gelişim Yolculuğu,Baktığımızı görebiliyor muyuz? Görebildiğimizi anlayabiliyor muyuz? Bu içerik ile tipografinin tasarımdaki yeri ve önemini öğreneceksiniz.
Sunum Tasarımı Gelişim Yolculuğu,Bir sunum hazırlarken sıkça görebileceğimiz şeylerden birisi fotoğraf üzerinde yazı kullanımıdır. Bu videoda ekleyeceğimiz filtreler ile yazılar ve fotoğrafların en doğru kullanım biçimleri hakkında bilgiler edineceksiniz.
Suç Gelirlerinin Aklanmasının ve Terörün Finansmanının Önlenmesi,"Bu eğitimde, sigorta sistemi ile kara paranın nasıl aklandığı ve bununla mücadele için gerekli çözüm önerileri anlatılmaktadır."
Sürdürülebilir Bir Dünya için Bireysel Farkındalık,"Bu eğitimde, yaşamınızı sürdürdüğünüz alanlarda çevrenin sürdürülebilirliğine katkı sağlayacağınız bazı alanları görecekseniz. Sürdürülebilirlik hakkında genel bilgilere sahip olacağınız bu eğitimin içerisinde bazı aksiyonlar alacak ve sürdürülebilirliğe katkı sağlayabileceğiniz durumları keşfedeceksiniz."
Sürdürülebilir Değişimi Sağlamak,"Yeni piyasa dengelerine uyum sağlayabilmek için tüm organizasyonların bir tür değişimden geçmesi gerekir. Yeni süreçler, stratejiler, hatta personel içersin, değişime adapte olmak hiçbir zaman kolay değildir ama şirketin uzun vadeli başarısı ve direnci için kaçınılmaz bir gerçektir.  Bu eğitimimizde, organizasyonun esnekliğini arttıran ve daha dirençli olmasını sağlayan başarı faktörleri gibi bir değişim girişiminin önemli parçalarını öğreneceksiniz. Yeni süreçlere adapte olurken gereken paydaş gruplarını belirlemeyi ve değişim operasyonlarında hangi rolleri oynayacaklarını göreceksiniz. Ek olarak sürdürülebilir değişim için gereken üç önemli konuyu, (rahatsızlık, vizyon ve beceriler) nasıl hesaplayacağınızı öğreneceksiniz."
Sürdürülebilirlik,Bu bölümde 2030 yılı için hedeflenen Sürdürülebilir Kalkınma Amaçları’nın hazırlık sürecine ve alandaki çeşitli istatistiklere yer verilecektir.
Sürdürülebilirlik,Bu bölümde Sürdürülebilir Kalkınma Amaçlarının ikinci kısmı olan Çevre ve Ekonomi kapsamında 6-10. amaçlara detayları ile yer verilecektir.
Sürdürülebilirlik,Bu bölümde Sürdürülebilir Kalkınma Amaçları’nın ikinci kısmı olan Çevre ve Ekonomi kapsamında 11-15. Amaçlara istatistikler ışığında yer verilecektir.
Sürdürülebilirlik,Bu bölümde Sürdürülebilir Kalkınma Amaçları’nın üçüncü ve son kısmı olan Ortaklıklar kapsamında 16. Ve 17. amaçlara yer verilecektir.
Sürdürülebilirlik,Bu bölümde Sürdürülebilir Kalkınma Amaçları’nın ilk kısmını oluşturan ilk beş amaç Toplumsal Kalkınma başlığı altında incelenerek yer verilecektir.
Sürdürülebilirlik,"Bu bölümde sürdürülebilirliğin tanımına, sürdürülebilir kalkınma kavramına ve sürdürülebilir kalkınmayı oluşturan temellere (5P) yer verilecektir."
Sürdürülebilirlik,"Bu bölümde günümüzde sıklıkla tartışılan ve bahsedilen, sürdürülebilirlik kavramının terminolojik önemine yer verilecektir."
Sürdürülebilirlik,Bu bölümde sürdürülebilir kalkınma amaçlarının temellerini oluşturan Binyıl Kalkınma Hedeflerine ve bu hedeflerin ele aldığı değerlere yer verilecektir.
Sıfır Atık Hakkında Bireysel Farkındalık,"Günlük hayatımızda ihtiyacımız olan maddeleri kullandıktan sonra geriye kalan kullanılabilir ya da kullanılamaz olan artıklar oluşmaktadır. Hızlı artan nüfus, kentleşme ve endüstrileşme, kaynakların hızla tükenmesine zemin hazırlarken üretilen artık miktarının da artmasına sebep oluyor. Bu eğitim sayesinde sıfır atığın önemi, projenin amaç ve hedefleri, hangi atıkların geri dönüştürülüp hangilerinin bertaraf edilmesi gerektiğini öğreneceksiniz. Atık türlerinin sonucunda hangi maddeleri nasıl kullanmanız gerektiğini bileceksiniz. Bu farkındalıkların sonucunda ise 'Sıfır Atık Projesi'ne gönüllü bir elçi bile olabilirsiniz. Ayrıca eğitim içerisindeki Amaçlar ve Tanımlar ile  Sıfır Atık ile İlgili Genele Esaslar adlı PDF'lere Kaynaklar sekmesinden de ulaşabilirsiniz."
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Bu içerikte Geri Bildirimin temel noktaları ve 5 adımı açıklanmıştır.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,"Kendimizi ifade ederken gerçek niyetimizin ne olduğu önemli bir anlam ifade eder. Bu içerikte niyet, etki ve taahhüt yani NET olmak anlatılmaktadır."
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Bu içerikte 'Algı yönetimi ile liderliğin nasıl bir ilişkisi olabilir ?' sorusunun cevabı ve algı yönetimi konusu anlatılmaktadır.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Alt benliklere ait temel farkların eğlenceli bir egzersiz ile pekiştirilmesi. Bu alıştırma farklı örneklerle katılımcıyı Alt Benlikleri ayırt etmeye yönlendirmektedir.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,"Ebeveyn, Yetişkin, Çocuk, olarak tanımlanan benliklere ait alt benlikler anlatılmaktadır."
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,"Kişiler kelimelere farklı anlamlar yüklemektedir. Bu kimi zaman kişinin ruh haline, kimi zaman ise geçmişte yaşadığı bir olaya dayanmaktadır. Bu eğitimde kelimelere farklı açılardan bakmayı uygulamalı olarak öğreneceksiniz. Olaylara farklı açılardan bakma yeteneğinizi ilerleterek, empati ve iletişim yeteneklerinizi güçlendireceksiniz."
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Kişilerarası etkileşimi benlik durumları etkilemektedir. Bu envanterle beraber hangi benlik durumuna sahip olduğunuzu gözlemleyeceksiniz.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Geri bildirim; ikili etkileşimde karşınızdakinin ortaya koyduğu veya koymadığı bir tutum veya davranışın taraflar üzerinizdeki etkisinin tanımlanmasıdır.  Bir Geri Bildirim Hikayesi bilginiz ötesinde deneyim ile tüm Geri Bildirim Adımlarını vurguluyor.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,İletişim ve liderlikte insanların duygularına dokunan yeni yöntemler yükselişe geçmektedir. Bu çerçevede duygu ve düşünceler temelinde davranışlarımız açıklanmaktadır.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Bu eğitimde duygu düşünce ve davranışlarınız arasındaki ilişkiyi uygulamalı olarak karşılaştırarak bu üç unsuru kontrol altında tutabilme farkındalığı kazanacaksınız.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Değişim Yönetimi için temel stratejiler ve etkileri duygusal boyutu da ele alarak anlatılmaktadır.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Değişim Yönetimi aslında tamamen bir kültür değişimidir. Bu içerikte değişim ve liderin etkileri ele alınmıştır.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,"Lider, değişim sürecinde neyin önemli ve neyin önemli olmadığının kararının verilmesini sağlar ve bunu son derece yetişkin dili dile sahici iletişimini kurar ve olası etkilerinin sorumluluğunu alır. Bu içerikte değişim kazanımı için gerekli temel bilgi ve"
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Değişim projelerinin başarısızık ile sonlanmasının en önemli sebebi dirençtir. Bu içerik dirençleri ve engelleri ele almaktadır.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Ego kavramının akademik olarak incelenmesi ve kişiye ait duygu & düşüncelerin tamamını inceleyen Ego Durumları açıklanmaktadır.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Ego Durumlarına ait temel farkların eğlenceli bir egzersiz ile pekiştirilmesi. Bu alıştırma farklı örneklerle katılımcıyı Ego Durumlarını ayırt etmeye yönlendirmektedir.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Ego Durumları arasındaki gel gitleri anlamak ve dengeye getirmek en önemli liderlik becerisidir. Bu videoda Ego Durumları ve Liderlik bağı anlatışmaktadır.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,İnsan davranışlarını açıklamanın bir yolu olarak geliştirilen TA ve TA kuramının temel kabullerini anlatılmaktadır.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,"Liderlikte zamanlama her şeydir. Lider, etki alanlarını ve zamanlarını çok iyi bilir ve en stratejik hamlelerini ona göre yapar. Bu temelde etki ve güç kullanımı açıklanmaktadır."
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,"Etkileme ve ikna; insanoğlu beraber yaşayıp, beraber var olmaya karar verdiğinden beri hayatın bir parçası olmuştur. Bu içerikte iknanın bileşenleri açıklanmaktadır."
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,"İnsanlar birbirleriyle iletişim kurarken kendi düşüncelerinin, diğer kişiler tarafından çoğunlukla kabul edilmesine ihtiyaç duyarlar. Bu içerikte iknanın psikolojisi açıklanmaktadır."
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Geri Bildirimin amacı ve temel konumlandırması bu içerikte ele alınmıştır.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Geri bildirim vermek ve almak temelinde büyük bir hediyedir. Bu içerik TA temelinde Geri Bildirimin konulandırmasını anlatmaktadır.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,"Program boyunca deneyimleyip öğrendiğiniz bir konu başlığı belirleyip, belirlediğiniz konuyu size hatırlatacak slogan bir cümle yazacaksınız. Bu konuya sürdür, dönüştür ve oluştur pencerelerinden bakacaksınız. Böylelikle o konu hakkında kendinizi değerlendirmeyi ve verilen cevaplar doğrultusunda kendinizi geliştirmeyi hedefleyeceksiniz. Bu eğitimde, belirli aşamalardan geçerek kendinize ait bir H.A.P. (Hemen Aksiyon Planı) oluşturmayı öğreneceksiniz."
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,"Eric Berne tarafından geliştirilen Transaksiyonel Analiz, Berne'e göre aslında eski fikirleri yeni bir yol ile ve anlaşılır bir şekilde ortaya koymak için tasarlanmıştır. Bu eğitimde, 'Ben OK 'im, sen OK 'sin' isimli kitabın kısa bir özetini okuyacaksınız. Bu sayede Transaksiyonel Analiz kavramının tarihsel gelişimi, kabulleri ve benlik durumları hakkında bilgilere sahip olacaksınız."
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,"Tüm ilişkilerimizde çok sık oynadığımız oyunlar ve bu oyunlarda sürekli takındığımız rollerimiz vardır. Karpman Drama Üçgeni, bu rolleri ve bu rollerin liderlik becerilerimize yansımalarını anlamakta bir çok ipucu veren bir psikoloji modelidir. Bu videoda"
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,"Bu eğitimimizde Dr. Stephen B. Karpman tarafından savunulan 'Kurban', 'Kurtarıcı' ve 'Suçlayıcı' rollerinin günlük hayatımızdaki konumunu öğreneceksiniz. Size verilen örnek senaryolarda hangi rolün öne çıktığını bulmaya çalışacaksınız."
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,"Duygular insan hayatını ne ölçüde etkiler ve insan hayatına nasıl bir yön verebilir? Ters Yüz filminin izlenip, Transaksiyonel Analiz kapsamında değerlendirilmesi beklenmektedir."
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,"Geçmişte yaşanılan olaylar, karşılaşılan problemler ileride insan hayatını ne ölçüde etkiler? İçimdeki Çocuk filminin izlenip, Transaksiyonel Analiz kapsamında değerlendirilmesi beklenmektedir."
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Karşılıklı iletişimde hangi kelimeye nasıl tepki verildiği önem taşır. Bu içerikte etkili iletişim kurabilmek için kişilerin kelimelere yüklediği anlam farkları açıklanmaktadır.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Thomas A. Harris insan davranışlarını iki eksende inceliyor. Bu içerikte kişinin tam ve yeterli olması anlamına gelen 'Ben OK' ekseni incelenmektedir.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Thomas A. Harris insan davranışlarını iki eksende inceliyor. Bu içerikte karşımızdaki insanları nasıl değerlendirdiğimizi temel alan 'Sen OK Sen OK değil' ekseni incelenmektedir.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Liderin bütünü görerek tüm yönleri ile karar verebilmesi odağında Kompartıman Düşünce modeli anlatılmaktadır.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Liderin besleyen ve beslenen olması için herkesle 'Güvenli Davranış' oluşturması gerekir. Lider ve Güvenli ilişki modeli videosu lider ile güven ilişkisi ile etkilerini açıklamaktadır.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,"Doğru zaman, yer ve etkileşimde kullanabilmek amacı ile Liderlik ie birlikte iş hayatındaki Yöneticilik, Koçluk ve Mentörlük kavramları anlatılmaktadır."
